city,companyFullName,companyId,createTime,education,positionId,positionName,salary,workYear
北京,中企动力科技股份有限公司,16949,2018-02-24 17:18:12,大专,3946741,Python高级研发工程师,25k-35k,3-5年
广州,广州博冠信息科技有限公司,22790,2018-02-24 13:29:27,本科,3967252,python开发工程师,10k-20k,3-5年
上海,上海海万信息科技股份有限公司,128998,2018-02-24 13:22:53,大专,4060662,python工程师,8k-15k,1-3年
北京,优台科技有限公司,298248,2018-02-24 11:17:58,本科,4138248,python开发工程师,15k-30k,3-5年
太原,山西优逸客科技有限公司,63993,2018-02-23 17:40:58,本科,4135185,python工程师,8k-12k,1-3年
苏州,天聚地合（苏州）数据股份有限公司,11021,2018-02-23 16:10:52,本科,3193398,Python开发工程师,8k-15k,不限
上海,上海果雪信息科技有限公司,223674,2018-02-22 11:55:47,本科,3773567,Python开发,15k-25k,3-5年
上海,上海青客公共租赁住房租赁经营管理股份有限公司,72427,2018-02-22 11:14:43,本科,3546134,python工程师,15k-25k,3-5年
北京,星辰天合（北京）数据科技有限公司,83585,2018-02-24 18:25:24,本科,3819005,存储应用开发工程师-Java/GO/Python,18k-35k,3-5年
北京,上海微创软件股份有限公司北京分公司,36513,2018-02-24 17:20:34,本科,4113917,高级Python工程师,10k-15k,3-5年
北京,深圳市海视泰科技有限公司,256060,2018-02-24 15:19:03,本科,3725319,Python,20K-35K,3-5年
上海,上海谷露软件有限公司,5002,2018-02-24 13:37:41,本科,3147933,Python工程师,15k-25k,1-3年
上海,蜜柚网络科技（上海）有限公司,26250,2018-02-24 12:37:58,本科,4040750,高级Python开发工程师,25k-50k,3-5年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 11:13:04,大专,3781798,中级PYTHON开发工程师,22k-25k,5-10年
北京,北京多牛互动传媒股份有限公司,21421,2018-02-24 09:44:09,本科,3879350,Python开发工程师-数据分析-DNJS0030,15k-30k,3-5年
上海,深圳市紫川软件有限公司,63500,2018-02-24 09:23:23,大专,3911802,python开发工程师,12k-19k,3-5年
北京,北京奇安信科技有限公司,148909,2018-02-23 17:38:58,本科,3551206,360企业安全-Python开发工程师,15k-30k,3-5年
广州,广州勤学好问网络科技有限公司,170992,2018-02-24 17:26:07,本科,3720918,Python开发工程师,8k-15k,1-3年
深圳,北京国双科技有限公司,3038,2018-02-24 14:50:03,本科,3972486,资深python开发工程师,15k-25k,5-10年
上海,源杉信息技术（上海）有限公司,259846,2018-02-24 14:17:55,本科,4063498,Python后端工程师,15k-25k,3-5年
北京,北京摩尔妈咪网络科技有限公司,312651,2018-02-24 11:24:56,本科,4035807,Python工程师,15k-30k,1-3年
北京,北京震惊文化传播有限公司,252347,2018-02-24 09:48:46,本科,4136707,Python/Django web开发工程师,22k-43k,3-5年
杭州,杭州嘉云数据科技有限公司,42868,2018-02-23 17:41:13,本科,2795142,高级/资深 python开发工程师,20k-30k,3-5年
深圳,深圳永安在线科技有限公司,167844,2018-02-23 15:34:27,本科,4063120,高级Python,25k-40k,5-10年
杭州,北京通力互联技术服务有限公司,123777,2018-02-23 13:07:47,大专,3946693,python工程师,10k-20k,1-3年
上海,携程计算机技术（上海）有限公司,6636,2018-02-22 14:19:24,本科,3602030,Python开发工程师,15k-25k,3-5年
北京,北京字节跳动科技有限公司,62,2018-02-14 22:21:41,本科,4049431,Python 研发工程师,25k-45k,3-5年
深圳,深圳虾皮信息科技有限公司,131846,2018-02-24 10:52:47,本科,2614417,Python开发工程师,15k-30k,1-3年
深圳,深圳市明源云客电子商务有限公司,5580,2018-02-24 09:56:25,本科,4120372,高级Python开发工程师,16k-22k,3-5年
广州,广州汇电云联互联网科技有限公司,205460,2018-02-23 15:54:47,本科,3492148,Python开发工程师,10k-20k,3-5年
烟台,烟台欣和企业食品有限公司,45619,2018-02-22 13:48:02,本科,3971692,JAVA/Python工程师,5k-10k,3-5年
北京,中科视拓（北京）科技有限公司,149258,2018-02-06 09:38:47,本科,3581120,Python工程师,25k-35k,5-10年
深圳,深圳市博奥特科技有限公司,69152,2018-01-30 09:03:18,大专,3867111,Python工程师,15k-28k,3-5年
北京,北京至信普林科技有限公司,54374,2018-02-25 09:03:27,本科,4003206,Python工程师-金融事业部,10k-20k,1-3年
长沙,深圳前海信美分期科技有限公司,144389,2018-02-24 14:13:10,本科,3886229,Python开发 （长沙）,6k-10k,1-3年
深圳,万科物业发展有限公司,8350,2018-02-24 10:44:49,本科,2889252,Python开发工程师,15k-30k,3-5年
郑州,郑州创恒实业有限公司,28890,2018-02-23 14:14:54,大专,3613383,高级Python开发工程师,7k-10k,1-3年
杭州,杭州绿湾网络科技有限公司,166345,2018-02-22 13:32:58,不限,3867135,Python/Go 资深开发工程师,25k-50k,3-5年
北京,北京掌控世代科技有限公司,49870,2018-02-09 09:45:05,本科,2469568,Python研发中级工程师,15k-30k,3-5年
北京,北京腾云天下科技有限公司,7600,2018-02-01 14:35:47,本科,3907566,Python工程师,20k-30k,3-5年
北京,北京东方国信科技股份有限公司,16875,2018-01-26 18:44:21,本科,3456560,Python开发工程师,18k-25k,5-10年
北京,北京海文互知网络技术有限公司,4038,2018-02-24 19:08:34,本科,3434419,Linux C/Python 开发工程师,15k-25k,1-3年
上海,上海墨沐金融信息服务有限公司,93494,2018-02-24 12:52:59,本科,3516805,python 开发工程师,10k-20k,1-3年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 11:13:04,不限,4010374,PYTHON高级开发工程师,18k-25k,3-5年
北京,北京陌上花科技有限公司,29151,2018-02-24 10:41:59,本科,3551242,Python/Golang开发工程师,20k-40k,1-3年
北京,北京搜狗科技发展有限公司,1537,2018-02-24 10:13:54,本科,3152678,搜狗海外输入法-Python高级开发工程师,20k-40k,3-5年
北京,北京江山如画网路科技有限责任公司,102022,2018-02-24 09:15:42,本科,2475715,Python研发工程师,5k-10k,1-3年
深圳,深圳回收宝科技有限公司,30456,2018-02-22 20:10:20,本科,4128963,Python开发工程师,15k-22k,3-5年
北京,优识云创（北京）科技有限公司,25642,2018-02-09 16:32:16,本科,4054606,Python开发工程师,15k-25k,3-5年
武汉,酷转猫友（武汉）科技有限公司,129842,2018-02-24 11:36:55,本科,3186265,高级Python开发工程师,15k-20k,3-5年
北京,北京车势科技有限公司,133192,2018-02-24 10:05:23,本科,2625410,python开发工程师,15k-25k,3-5年
上海,拉扎斯网络科技（上海）有限公司,51480,2018-02-23 14:45:08,本科,2145763,高级Python工程师,15k-25k,3-5年
杭州,杭州健培科技有限公司,69641,2018-02-23 10:07:21,大专,3449320,python开发,8k-15k,1-3年
上海,上海墨沐金融信息服务有限公司,93494,2018-02-24 12:52:58,本科,4050575,资深python开发工程师,25k-35k,3-5年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 08:58:38,大专,3781975,Python,10k-20k,1-3年
杭州,杭州健培科技有限公司,69641,2018-02-23 10:07:18,本科,2561733,Python软件开发,10k-15k,1-3年
北京,北京钱方银通科技有限公司,1748,2018-02-22 11:35:56,本科,20458,Python开发工程师,25k-30k,3-5年
上海,上海进馨网络科技有限公司,28059,2018-02-22 10:07:08,本科,2108656,Python开发工程师,15k-25k,3-5年
西安,西安巨匠软开网络科技有限公司,90572,2018-02-24 19:55:25,本科,4102299,高级Python开发工程师,18k-35k,3-5年
成都,昆明俊云科技有限公司,67804,2018-02-24 15:54:46,本科,4066429,python开发工程师,12k-15k,3-5年
深圳,北京国双科技有限公司,3038,2018-02-24 14:50:03,本科,3972464,高级python开发工程师,15k-20k,3-5年
深圳,深圳市猎芯科技有限公司,114731,2018-02-24 14:29:42,大专,3190025,Python工程师,10k-20k,1-3年
北京,维我软件（上海）有限公司北京分公司,42934,2018-02-24 10:41:29,本科,3873570,资深Python开发工程师,25k-35k,5-10年
上海,上海你我贷互联网金融信息服务有限公司,26962,2018-02-24 09:29:31,本科,3432640,高级Python工程师,20k-35k,5-10年
深圳,深圳市博悦科创科技有限公司,117217,2018-02-24 08:58:06,本科,4001903,急聘Python开发,8k-16k,1-3年
上海,上海守易信息科技有限公司,296982,2018-02-23 13:44:55,本科,3921058,python高级工程师,15k-25k,1-3年
深圳,厦门笨鸟电子商务有限公司,84086,2018-02-23 10:47:07,本科,3163697,python工程师,20k-40k,1-3年
上海,无锡华云数据技术服务有限公司,36719,2018-02-24 17:56:56,本科,4087710,103-中级Python开发工程师,15k-25k,3-5年
北京,巴迪艾斯（北京）数据科技有限公司,154818,2018-02-24 17:17:22,本科,3954143,Python高级开发工程师,15k-20k,1-3年
无锡,南京网燃网络科技有限公司,233304,2018-02-24 12:40:24,大专,4080701,python软件开发助理,3k-6k,1年以下
北京,北京融联世纪信息技术有限公司,21643,2018-01-26 10:30:26,本科,3565123,python研发工程师,15k-30k,3-5年
北京,北京物灵智能科技有限公司,151386,2018-02-24 19:35:07,本科,3716361,python研发工程师,15k-30k,3-5年
武汉,智线云科技（北京）有限公司,111175,2018-02-24 14:21:29,本科,2735716,高级Python工程师,8k-16k,3-5年
南昌,中至数据集团股份有限公司,173959,2018-02-24 11:59:00,本科,3718199,Python开发工程师,6k-8k,1-3年
北京,北京三快在线科技有限公司,50702,2018-02-24 09:27:53,本科,3230778,python工程师,20k-40k,3-5年
深圳,平安科技（深圳）有限公司,24748,2018-02-23 16:41:51,本科,3389654,Python开发工程师（深圳）,15k-30k,3-5年
杭州,杭州沃趣科技股份有限公司,83552,2018-02-23 16:39:39,本科,1198581,Python开发工程师,11k-22k,3-5年
北京,北京博派通达科技有限公司,19083,2018-02-23 14:46:07,大专,3955883,Python,10K-20K,1-3年
成都,成都路行通信息技术有限公司,54687,2018-02-23 14:46:01,本科,4053156,高级python研发工程师,15k-20k,5-10年
北京,北京数美时代科技有限公司,82991,2018-02-23 11:37:52,硕士,3684787,python研发工程师,15k-30k,1年以下
深圳,深圳贝尔创意科教有限公司,147424,2018-02-23 09:38:50,本科,3383888,Python 开发,15k-30k,3-5年
北京,车好多旧机动车经纪(北京)有限公司,107423,2018-02-24 11:17:40,本科,3178128,Python开发工程师,20k-40k,3-5年
北京,北京闪银奇异科技有限公司,29496,2018-02-11 10:53:32,本科,4033871,中高级Python开发,15k-30k,3-5年
北京,智线云科技（北京）有限公司,111175,2018-02-24 14:21:29,本科,2735720,高级Java/PHP/Python工程师,12k-24k,3-5年
上海,上海好体信息科技有限公司,2002,2018-02-24 18:43:33,本科,3111109,高级Python开发工程师,13k-23k,3-5年
深圳,深圳市和讯华谷信息技术有限公司,917,2018-02-24 17:02:17,本科,907162,Python开发工程师,10k-20k,1-3年
上海,北京推想科技有限公司,128888,2018-02-24 11:06:53,大专,3627049,python工程师,8k-15k,1年以下
北京,维我软件（上海）有限公司北京分公司,42934,2018-02-24 10:41:29,本科,3643258,高级Python开发工程师,20k-30k,3-5年
深圳,深圳狗尾草智能科技有限公司,53970,2018-02-24 09:56:37,本科,3070531,高级Python开发工程师,15k-30k,3-5年
上海,拉扎斯网络科技（上海）有限公司,51480,2018-02-23 14:45:07,本科,3307650,Python工程师,15k-25k,1-3年
深圳,深圳市杉岩数据技术有限公司,71639,2018-02-24 14:39:11,本科,3360719,高级Python开发工程师,16k-23k,3-5年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 09:35:10,本科,3786917,python开发工程师,15k-25k,3-5年
上海,上海道客网络科技有限公司,41209,2018-02-24 17:46:44,本科,4119231,高级 Python 研发工程师（上海）,10k-20k,3-5年
深圳,上海航仕企业管理有限公司,129877,2018-02-24 10:55:15,本科,2022151,Python开发,20k-35k,3-5年
成都,贝壳金控控股集团有限公司,168219,2018-02-24 08:53:02,本科,4100025,高级Python工程师-CD2818,15k-25k,3-5年
北京,北京好巧国际旅行社有限公司,7902,2018-02-23 18:06:04,本科,2710558,python高级工程师,25k-35k,5-10年
上海,上海互趣网络科技有限公司,285600,2018-02-24 16:49:36,本科,4121644,Java/Python资深开发工程师,35k-60k,5-10年
上海,上海壤歌市场营销策划有限公司,39398,2018-02-24 10:00:41,本科,2094775,资深Python工程师,18k-28k,3-5年
深圳,深圳市和讯华谷信息技术有限公司,917,2018-02-24 17:02:16,本科,2010228,高级Python开发工程师,15k-25k,3-5年
上海,深圳狗尾草智能科技有限公司,53970,2018-02-24 09:56:37,本科,3788698,高级Python开发工程师,15k-30k,5-10年
北京,北京信达泰和数据技术有限公司,101611,2018-02-24 09:09:54,硕士,3962674,Python开发工程师,15k-20k,1-3年
深圳,武汉佰钧成技术有限责任公司,16831,2018-02-23 18:20:53,本科,4105171,Python中级开发工程师,12k-18k,3-5年
上海,拉扎斯网络科技（上海）有限公司,51480,2018-02-23 14:45:10,本科,2561590,资深／高级Python工程师,16k-32k,3-5年
北京,北京云灵网络科技有限公司,210289,2018-02-22 21:46:51,本科,3191616,Python开发工程师,15k-25k,3-5年
珠海,珠海轼域网络科技有限公司,76059,2018-02-22 12:23:14,不限,845185,Python开发工程师,8K-15K,1-3年
上海,达而观信息科技（上海）有限公司,97882,2018-02-07 18:36:09,本科,4088135,python工程师,10k-15k,1-3年
上海,千寻位置网络有限公司,99397,2018-02-05 10:23:57,本科,3732320,Java/Python开发工程师,18k-20k,3-5年
北京,北京腾云天下科技有限公司,7600,2018-02-01 14:35:46,本科,3965037,Python工程师J10008,20k-30k,不限
北京,掌阅科技股份有限公司,2098,2018-02-24 12:54:16,本科,2704328,高级Python研发工程师,25k-35k,3-5年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 09:35:09,大专,3779480,高级python开发工程师,13k-25k,5-10年
北京,北京阿尔山科技有限公司,141636,2018-02-23 14:56:59,本科,3930253,python开发工程师,16k-30k,3-5年
深圳,深圳市盖威科技有限公司,3956,2018-02-23 11:26:36,本科,3727971,Python交易开发工程师,14k-20k,3-5年
北京,北京首都在线科技股份有限公司,124770,2018-02-22 09:20:56,本科,3860090,python研发工程师,15k-25k,5-10年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 08:58:41,大专,3940537,高级python开发工程师,15k-25k,3-5年
上海,拉扎斯网络科技（上海）有限公司,51480,2018-02-24 08:47:54,本科,3826052,资深Python工程师,18k-25k,3-5年
北京,北京中铁信科技有限公司,88433,2018-01-31 10:53:59,本科,3434658,Python中级研发工程师,14k-23k,3-5年
北京,新浪网技术（中国）有限公司,25592,2018-02-23 19:48:36,本科,3521114,Python开发工程师,13k-26k,1-3年
北京,北京启明合心科技有限公司,18713,2018-02-23 17:36:10,本科,2094102,Python开发工程师,20k-35k,1-3年
上海,上海物思信息科技有限公司,274677,2018-02-23 12:02:28,本科,3717977,Python高级工程师,10k-16k,1-3年
北京,北京奇安信科技有限公司,148909,2018-02-23 11:33:21,不限,3378858,python 开发工程师,15k-30k,3-5年
广州,广州德惟科技有限公司,209072,2018-02-23 09:41:55,本科,4115282,python开发,7k-13k,1-3年
北京,路书（北京）科技有限公司,40054,2018-02-22 11:50:19,本科,3212914,高级python研发工程师,25k-40k,5-10年
杭州,武汉佰钧成技术有限责任公司,16831,2018-02-11 14:29:58,大专,3374298,python开发工程师,11k-20k,1-3年
北京,北京旷视科技有限公司,1561,2018-02-05 14:26:07,本科,3940038,python工程师,15k-30k,3-5年
佛山,佛山青藤信息科技有限公司,150862,2018-01-29 13:55:58,本科,3924980,PYTHON工程师,10k-20k,1-3年
成都,昆明俊云科技有限公司,67804,2018-02-24 15:54:46,本科,3427524,Python开发工程师,8k-12k,1-3年
北京,北京推想科技有限公司,128888,2018-02-24 11:06:53,大专,3627067,python工程师,8k-15k,1年以下
北京,北京九州云动科技有限公司,34573,2018-02-24 10:34:22,本科,4101036,Python,15k-30k,1-3年
上海,上海数禾信息科技有限公司,109625,2018-02-24 09:24:07,本科,2538412,Python 开发工程师,10k-15k,1-3年
长沙,湖南潭州教育网络科技有限公司,114852,2018-02-23 17:27:30,大专,3923957,Python,8k-16k,3-5年
成都,成都路行通信息技术有限公司,54687,2018-02-23 14:46:02,本科,3024351,Python开发工程师（中高级）,12k-20k,3-5年
广州,广州美亚尚途国际旅行社有限公司,50215,2018-02-23 14:00:46,大专,3961988,Python工程师,4k-6k,1年以下
北京,北京格上添富科技发展有限公司,125102,2018-02-23 11:35:02,本科,2934538,高级Python研发工程师,20k-35k,5-10年
上海,深圳市房多多网络科技有限公司,622,2018-02-22 17:02:42,本科,3360370,Python研发工程师,15k-30k,1-3年
上海,上海基分文化传播有限公司,202104,2018-02-24 18:34:16,本科,3909214,Python高级开发,15k-30k,5-10年
北京,博瑞天下（北京)科技有限公司,62540,2018-02-24 14:29:55,本科,3418185,python工程师,10k-20k,1-3年
杭州,杭州览众数据科技有限公司,93448,2018-02-24 13:12:44,本科,3834290,中级Python工程师,15k-20k,3-5年
北京,北京趣拿软件科技有限公司,1970,2018-02-24 11:59:48,本科,3155627,Python高级研发工程师-度假事业部(J11528),20k-40k,3-5年
北京,车好多旧机动车经纪(北京)有限公司,107423,2018-02-24 11:17:43,本科,2504617,Python,20k-30k,1-3年
北京,北京多牛互动传媒股份有限公司,21421,2018-02-24 09:44:08,本科,3470418,Python开发工程师-爬虫-DNJS0008,12k-24k,3-5年
北京,北京数衍科技有限公司,2964,2018-02-23 18:27:26,本科,4135672,Python开发工程师,20k-30k,3-5年
北京,会找房（北京）网络技术有限公司,46399,2018-02-23 12:06:22,本科,2463968,Python,15K-25K,3-5年
北京,北京乐信圣文科技有限责任公司,115290,2018-02-23 11:55:21,本科,3874270,python工程师,15k-30k,1-3年
北京,无锡信成网络科技有限公司,114028,2018-02-23 10:09:45,本科,4050594,Python工程师,13k-20k,3-5年
北京,北京神黄科技有限公司,27912,2018-02-23 09:48:34,本科,276827,Python开发工程师,15k-30k,1-3年
北京,北京羽扇智信息科技有限公司,1249,2018-01-30 10:48:10,本科,3281026,Python研发工程师,12k-24k,1-3年
深圳,深圳市中手游网络科技有限公司,29911,2018-02-25 09:29:14,大专,3548352,sz-Python开发岗,15k-25k,1-3年
上海,沪江教育科技（上海）股份有限公司,3112,2018-02-24 17:34:17,本科,4124625,Python后端开发工程师 (MJ000606),15k-30k,3-5年
深圳,深圳市猎芯科技有限公司,114731,2018-02-24 14:29:45,本科,3343715,Python开发工程师,15k-29k,3-5年
杭州,杭州安恒信息技术有限公司,6462,2018-02-23 17:34:56,本科,2735005,python,10k-20k,1-3年
北京,北京大狼科技有限公司,269678,2018-02-23 09:41:53,本科,3674339,Python高级软件工程师,18K-25K,3-5年
北京,北京一览科技有限公司,212939,2018-02-09 11:51:59,本科,3889355,python开发工程师,20k-40k,3-5年
北京,北京零用钱科技有限公司,25652,2018-02-23 19:30:17,本科,3181754,Python,13k-16k,1-3年
北京,北京天润融通科技有限公司,5748,2018-02-23 13:08:07,本科,4098121,python开发实习生,4k-8k,1年以下
北京,北京天广汇通科技有限公司,173625,2018-02-22 09:48:44,本科,3827337,python开发工程师,15k-25k,3-5年
北京,北京凌云雀科技有限公司,31395,2018-02-14 11:20:18,本科,2483626,Python,13k-25k,不限
南通,上海帝联信息科技股份有限公司,11823,2018-02-12 14:53:36,本科,3023937,python研发工程师,6k-11k,1-3年
深圳,上海海万信息科技股份有限公司,128998,2018-02-09 10:18:14,本科,3796922,Python工程师,10k-20k,1-3年
北京,掌阅科技股份有限公司,2098,2018-02-24 12:54:17,本科,2384086,Python研发工程师（中高级）,15k-25k,3-5年
北京,北京果壳互动科技传媒有限公司,11209,2018-02-23 14:31:37,本科,2862273,高级Python开发工程师,20k-40k,3-5年
长沙,湖南康通电子股份有限公司,10043,2018-02-09 09:42:00,本科,3692964,Python工程师,7K-14K,1-3年
深圳,深圳市一面网络技术有限公司,35565,2018-02-24 11:34:40,本科,4138533,Python工程师（数据平台）,15k-30k,1-3年
武汉,武汉极意网络科技有限公司,7682,2018-02-24 09:36:01,不限,1892699,Python（极验验证）,9k-18k,3-5年
北京,北京好巧国际旅行社有限公司,7902,2018-02-23 18:06:04,本科,2600411,Linux C++/Python中高级研发工程师,25k-35k,3-5年
北京,北京高思博乐教育科技股份有限公司,141803,2018-02-22 16:14:08,本科,3500676,Python工程师-大数据方向,15k-30k,3-5年
北京,北京天融信网络安全,9995,2018-02-06 11:23:26,本科,3874194,python开发工程师,10k-15k,1-3年
北京,北京闪银奇异科技有限公司,29496,2018-02-24 13:23:46,本科,3849452,Python 数据开发工程师,20k-40k,3-5年
北京,上海微创软件股份有限公司北京分公司,36513,2018-02-23 15:38:49,本科,4114628,高级Python工程师-赴MMAIS,10k-15k,3-5年
北京,北京千锋互联科技有限公司,100164,2018-02-08 09:37:07,本科,3498686,python,20k-40k,3-5年
北京,京东金融,534,2018-02-24 14:20:34,本科,3237082,高级开发工程师-Python/Java/Go,25k-45k,5-10年
郑州,郑州元鼎信息技术有限公司,280144,2018-02-24 10:00:30,大专,3950559,Python中级工程师,8K-9K,3-5年
北京,北京全品文教科技股份有限公司,6684,2018-02-23 07:47:02,本科,2875277,Python开发工程师,15k-30k,3-5年
杭州,杭州览众数据科技有限公司,93448,2018-02-24 13:12:42,本科,3728155,高级python工程师,15k-30k,3-5年
北京,赤子城网络技术（北京）有限公司,5946,2018-02-24 11:39:01,本科,4113210,Python开发工程师,10k-20k,1-3年
广州,广州萌游网络科技有限公司,53978,2018-02-24 10:14:33,本科,4037880,python开发工程师,8k-15k,3-5年
深圳,深圳市易讯天空网络技术有限公司,9275,2018-02-24 09:30:05,本科,3591308,Python开发工程师,15k-25k,3-5年
上海,上海厚本金融信息服务有限公司,47956,2018-02-24 09:03:46,本科,2943423,Python/Go 运维开发工程师,15k-25k,3-5年
深圳,深圳晶泰科技有限公司,76066,2018-02-22 22:16:52,本科,3325916,高级Python开发工程师,15k-23k,1-3年
北京,北京字节跳动科技有限公司,62,2018-02-22 13:26:13,本科,4005701,高级Python开发工程师,25k-40k,3-5年
深圳,广州市梦享网络技术有限公司,42050,2018-02-24 18:27:06,大专,4024602,Python开发工程师,10k-20k,3-5年
深圳,深圳市博奥特科技有限公司,69152,2018-02-24 08:58:40,大专,3781902,中高级python开发工程师,15k-30k,3-5年
深圳,达而观信息科技（上海）有限公司,97882,2018-02-22 10:16:19,本科,3882801,Python开发工程师,8k-10k,1-3年
深圳,深圳网脊科技开发有限公司,31210,2018-02-24 16:09:17,大专,2062837,python高级开发工程师,15k-20k,5-10年
北京,车好多旧机动车经纪(北京)有限公司,107423,2018-02-24 11:17:41,本科,2960861,瓜子二手车-Python高级开发工程师,20k-35k,3-5年
上海,上海壤歌市场营销策划有限公司,39398,2018-02-24 10:00:41,不限,2782359,python工程师,10k-15k,1-3年
武汉,北京云族佳科技有限公司,15507,2018-02-23 14:44:49,本科,3955850,python开发-武汉,20k-25k,3-5年
北京,北京慕华信息科技有限公司,9955,2018-02-09 13:39:24,本科,1586857,Python开发工程师,15k-25k,3-5年
广州,广州英荔教育科技有限公司,108163,2018-02-24 15:43:17,大专,1498631,Python高级软件工程师,9k-18k,1-3年
北京,多点生活（中国）网络科技有限公司,72555,2018-02-24 09:46:54,本科,2053831,（北京）Python开发工程师,15k-30k,3-5年
西安,西安智园软件开发管理有限公司,11783,2018-02-23 10:05:31,不限,592514,Python高级工程师,13k-26k,5-10年
杭州,中卫大河云联网络技术有限公司,117274,2018-02-24 10:01:05,本科,3620133,Python高级开发工程师,18k-25k,3-5年
北京,北京江山如画网路科技有限责任公司,102022,2018-02-24 09:15:43,本科,3935253,python开发工程师,8k-16k,1-3年
成都,成都路行通信息技术有限公司,54687,2018-02-23 14:46:03,本科,4053129,中级python研发工程师,8k-15k,3-5年
深圳,深圳晶泰科技有限公司,76066,2018-02-22 22:16:51,本科,3442575,Python 算法工程师,18k-30k,3-5年
上海,上海青客公共租赁住房租赁经营管理股份有限公司,72427,2018-02-22 11:14:42,本科,3504574,python工程师,15k-25k,3-5年
苏州,上海众言网络科技有限公司,22481,2018-02-07 09:33:09,本科,3899604,Python开发,15k-25k,3-5年
北京,北京多牛互动传媒股份有限公司,21421,2018-01-31 13:40:27,本科,4050045,Python开发工程师,10k-15k,1-3年
深圳,印孚瑟斯技术（中国）有限公司,44875,2018-01-30 16:43:01,本科,4021986,Python,15k-20k,3-5年
北京,北京摩尔妈咪网络科技有限公司,312651,2018-02-24 11:24:56,本科,4116352,高级Python工程师,25k-50k,3-5年
厦门,厦门多快好省网络科技有限公司,21758,2018-02-14 11:43:37,本科,1399621,Python工程师,8k-16k,1-3年
深圳,深信服科技股份有限公司,182070,2018-02-09 17:16:13,本科,4009780,Python软件开发工程师,15k-20k,1-3年
北京,北京爱特曼科技有限公司,151782,2018-02-08 16:49:23,本科,3966136,高级Python工程师,20k-40k,3-5年
北京,北京优虎商务服务有限公司,168991,2018-02-07 10:41:40,本科,3447959,python开发工程师,20k-40k,1-3年
深圳,浪潮通用软件有限公司深圳研发中心,53711,2018-02-24 10:32:43,本科,3570602,python开发工程师,11k-18k,1-3年
北京,苏州博纳讯动软件有限公司,43907,2018-02-24 09:57:03,本科,3016672,python开发工程师,10k-20k,1-3年
北京,天津函数科技有限公司,309096,2018-02-23 16:26:07,本科,4075446,Python系统开发工程师,15k-20k,3-5年
上海,亿可能源科技（上海）有限公司,84388,2018-02-07 09:08:13,本科,3193977,Python,15k-30k,3-5年
上海,上海中畅信息科技有限公司,20863,2018-02-06 15:41:19,本科,3788208,python工程师,9k-18k,1-3年
深圳,深圳市瑞云科技有限公司,92449,2018-02-23 10:19:03,大专,4029749,Python高级研发工程师,10k-15k,3-5年
南京,江苏五星电器有限公司,37018,2018-02-22 17:49:39,本科,3332125,Python开发工程师,7k-12k,1-3年
广州,广州百帆信息科技有限公司,156247,2018-02-22 10:33:44,大专,4118552,Python开发工程师,6k-7k,1年以下
北京,普信恒业科技发展（北京）有限公司,3786,2018-02-13 10:49:15,本科,4003445,Python研发工程师,25k-40k,5-10年
北京,人人行科技有限公司,61921,2018-02-07 10:42:47,本科,4042382,Python,15k-25k,1-3年
深圳,深圳市大疆创新科技有限公司,21775,2018-02-22 15:25:12,本科,3878822,Python工程师,15k-30k,不限
厦门,厦门视我科技有限公司,165492,2018-02-09 09:50:05,本科,3511595,Python工程师,10k-20k,3-5年
北京,北京中铁信科技有限公司,88433,2018-02-07 18:05:44,本科,3435319,python中级开发工程师,15k-30k,1-3年
北京,北京思维造物信息科技有限公司,29795,2018-02-05 12:26:13,不限,4104607,Python开发工程师,15k-30k,不限
北京,北京博派通达科技有限公司,19083,2018-02-05 11:33:03,大专,3920037,Python工程师,10K-20K,1-3年
北京,北京中铁信科技有限公司,88433,2018-01-31 10:54:00,本科,3835631,Python 中级研发工程师,15k-30k,3-5年
武汉,北京深瞐科技有限公司,33790,2018-02-24 16:39:50,本科,3374647,Python 开发工程师,8k-12k,1-3年
广州,广州中国科学院计算机网络信息中心,88390,2018-02-23 09:16:16,本科,3636057,高级python开发工程师,15k-20k,3-5年
福州,福州飘雪网络科技有限公司,309608,2018-02-22 14:18:37,大专,4005184,Python开发工程师,6k-10k,1-3年
杭州,武汉佰钧成技术有限责任公司,16831,2018-02-11 08:59:05,大专,3387145,Python开发工程师,11K-22K,1-3年
北京,百度在线网络技术（北京）有限公司,1575,2018-02-24 16:03:36,本科,3638714,百度大搜索_PHP/Python研发工程师,15k-30k,1-3年
北京,明觉科技（北京）有限公司,128239,2018-02-23 10:29:35,本科,4090715,同质开发工程师（Python开发）,15k-25k,3-5年
杭州,杭州健培科技有限公司,69641,2018-02-23 10:07:18,不限,3957348,python开发工程师,6k-10k,1-3年
杭州,杭州绿湾网络科技有限公司,166345,2018-02-22 13:32:54,不限,3867138,Python/Go 开发工程师,15k-30k,不限
上海,上海点融信息科技有限责任公司,23177,2018-02-12 15:30:42,本科,4120720,高级python开发工程师-SH415-41509,20k-40k,3-5年
北京,北京思维造物信息科技有限公司,29795,2018-02-08 17:58:09,本科,4019881,Python开发,15k-30k,1-3年
